load,ram,watts,val
0,0,12.5269,0.0489332
10,25,14.7197,0.0574988
20,51,15.2932,0.0597391
30,76,15.0509,0.0587926
40,102,15.4498,0.0603508
50,128,16.3457,0.0638504
60,153,15.3928,0.0601281
70,179,15.3782,0.0600711
80,204,14.817,0.0578789
90,230,15.2479,0.0595621
100,256,16.2719,0.0635621
