load,ram,watts,val
0,0,14.3078,0.223559
10,6,15.6354,0.244303
20,12,15.1115,0.236117
30,19,15.4158,0.240872
40,25,15.3024,0.2391
50,32,15.1013,0.235958
60,38,14.8883,0.23263
70,44,15.0805,0.235633
80,51,15.0377,0.234964
90,57,14.8914,0.232678
100,64,16.3798,0.255934
