load,ram,watts,val
0,0,10.4076,0.162619
10,6,11.9599,0.186873
20,12,11.7347,0.183355
30,19,11.6159,0.181498
40,25,11.7219,0.183155
50,32,11.7496,0.183587
60,38,11.5928,0.181138
70,44,11.4057,0.178214
80,51,11.32,0.176875
90,57,11.1769,0.174639
100,64,11.1971,0.174955
