load,ram,watts,val
0,0,10.428,0.162938
10,6,11.9593,0.186864
20,12,11.7436,0.183494
30,19,11.6873,0.182614
40,25,11.7333,0.183333
50,32,11.8266,0.184791
60,38,11.97,0.187031
70,44,11.5449,0.180389
80,51,11.3589,0.177483
90,57,11.3186,0.176853
100,64,11.164,0.174437
