load,ram,watts,val
0,0,14.9599,0.233748
10,6,16.2003,0.25313
20,12,16.2467,0.253855
30,19,16.0072,0.250113
40,25,16.4343,0.256786
50,32,16.4613,0.257208
60,38,16.02,0.250312
70,44,16.2135,0.253336
80,51,16.0535,0.250836
90,57,15.5997,0.243745
100,64,15.7976,0.246837
