load,ram,watts,val
0,0,9.56355,0.14943
10,6,10.7776,0.1684
20,12,10.9465,0.171039
30,19,10.803,0.168797
40,25,11.0346,0.172416
50,32,11.072,0.173
60,38,10.5826,0.165353
70,44,11.0213,0.172208
80,51,10.7031,0.167236
90,57,10.4806,0.163759
100,64,10.8288,0.1692
