load,ram,watts,val
0,0,14.3417,0.224089
10,6,15.8754,0.248053
20,12,15.5735,0.243336
30,19,15.6135,0.243961
40,25,15.7194,0.245616
50,32,15.8219,0.247217
60,38,15.955,0.249297
70,44,15.3464,0.239787
80,51,15.3038,0.239122
90,57,15.1601,0.236877
100,64,14.8529,0.232077
