load,ram,watts,val
0,0,14.4971,0.226517
10,6,16.0677,0.251058
20,12,15.6015,0.243773
30,19,15.6327,0.244261
40,25,15.8096,0.247025
50,32,16.2836,0.254431
60,38,15.9209,0.248764
70,44,15.9929,0.249889
80,51,15.9263,0.248848
90,57,15.8116,0.247056
100,64,15.7784,0.246537
