load,ram,watts,val
0,0,7.80604,0.0304923
10,25,14.9765,0.058502
20,51,15.7498,0.0615227
30,76,15.5012,0.0605516
40,102,15.93,0.0622266
50,128,15.9708,0.0623859
60,153,15.9911,0.0624652
70,179,15.9809,0.0624254
80,204,15.9434,0.0622789
90,230,15.4261,0.0602582
100,256,15.601,0.0609414
