load,ram,watts,val
0,0,7.96432,0.0311106
10,25,14.6344,0.0571656
20,51,15.3984,0.06015
30,76,15.1279,0.0590934
40,102,15.3844,0.0600953
50,128,15.372,0.0600469
60,153,15.4228,0.0602453
70,179,15.1799,0.0592965
80,204,15.3235,0.0598574
90,230,15.1495,0.0591777
100,256,15.4373,0.060302
