load,ram,watts,val
0,0,11.9289,0.186389
10,6,13.041,0.203766
20,12,12.8981,0.201533
30,19,12.8289,0.200452
40,25,12.81,0.200156
50,32,13.3076,0.207931
60,38,12.729,0.198891
70,44,12.5467,0.196042
80,51,12.7165,0.198695
90,57,12.7046,0.198509
100,64,12.4993,0.195302
