load,ram,watts,val
0,0,10.3784,0.162162
10,6,11.9672,0.186988
20,12,11.3659,0.177592
30,19,11.642,0.181906
40,25,11.4425,0.178789
50,32,11.8092,0.184519
60,38,11.66,0.182188
70,44,11.4654,0.179147
80,51,11.2661,0.176033
90,57,11.1694,0.174522
100,64,11.5771,0.180892
