load,ram,watts,val
0,0,14.3107,0.223605
10,6,15.7262,0.245722
20,12,15.1436,0.236619
30,19,15.1097,0.236089
40,25,15.697,0.245266
50,32,15.6868,0.245106
60,38,15.62,0.244062
70,44,15.3594,0.239991
80,51,15.1405,0.23657
90,57,15.1015,0.235961
100,64,15.2342,0.238034
