load,ram,watts,val
0,0,14.3547,0.224292
10,6,15.6177,0.244027
20,12,15.4577,0.241527
30,19,15.5051,0.242267
40,25,15.6486,0.244509
50,32,15.8231,0.247236
60,38,15.5577,0.243089
70,44,15.4092,0.240769
80,51,15.3002,0.239066
90,57,15.3345,0.239602
100,64,15.2084,0.237631
