load,ram,watts,val
0,0,10.4508,0.163294
10,6,12.0409,0.188139
20,12,11.8014,0.184397
30,19,11.759,0.183734
40,25,11.7854,0.184147
50,32,12.126,0.189469
60,38,11.7633,0.183802
70,44,11.6719,0.182373
80,51,11.275,0.176172
90,57,11.2589,0.17592
100,64,12.1267,0.18948
