load,ram,watts,val
0,0,11.5462,0.180409
10,6,13.0159,0.203373
20,12,12.4281,0.194189
30,19,12.7842,0.199753
40,25,13.0042,0.203191
50,32,12.8031,0.200048
60,38,12.2426,0.191291
70,44,12.4355,0.194305
80,51,12.3671,0.193236
90,57,12.3764,0.193381
100,64,12.3784,0.193412
