load,ram,watts,val
0,0,10.3895,0.162336
10,6,11.231,0.175484
20,12,11.071,0.172984
30,19,11.1168,0.1737
40,25,11.5558,0.180559
50,32,11.2439,0.175686
60,38,11.1151,0.173673
70,44,11.2139,0.175217
80,51,11.0968,0.173387
90,57,11.1459,0.174155
100,64,11.1596,0.174369
