load,ram,watts,val
0,0,14.0338,0.219278
10,6,15.3405,0.239695
20,12,15.1117,0.23612
30,19,15.3276,0.239494
40,25,15.4453,0.241333
50,32,15.139,0.236547
60,38,15.0701,0.23547
70,44,15.0233,0.234739
80,51,14.8974,0.232772
90,57,14.9285,0.233258
100,64,14.8553,0.232114
