load,ram,watts,val
0,0,3.47691,0.0271634
10,12,5.52497,0.0431638
20,25,5.43304,0.0424456
30,38,5.46128,0.0426663
40,51,5.65353,0.0441682
50,64,5.66641,0.0442688
60,76,5.67241,0.0443157
70,89,5.70508,0.0445709
80,102,5.62884,0.0439753
90,115,5.54082,0.0432877
100,128,6.5301,0.0510164
