load,ram,watts,val
0,0,14.9841,0.234127
10,6,16.4945,0.257727
20,12,15.7763,0.246505
30,19,16.3963,0.256192
40,25,16.5651,0.25883
50,32,16.0472,0.250738
60,38,15.809,0.247016
70,44,15.7629,0.246295
80,51,15.1723,0.237067
90,57,15.7969,0.246827
100,64,15.8216,0.247213
