load,ram,watts,val
0,0,9.60935,0.150146
10,6,11.4926,0.179572
20,12,10.6287,0.166073
30,19,10.8648,0.169763
40,25,11.1709,0.174545
50,32,11.1226,0.173791
60,38,10.9811,0.17158
70,44,10.9251,0.170705
80,51,10.7262,0.167597
90,57,10.5739,0.165217
100,64,10.2939,0.160842
