load,ram,watts,val
0,0,12.1349,0.189608
10,6,12.9295,0.202023
20,12,12.7781,0.199658
30,19,12.8397,0.20062
40,25,12.9583,0.202473
50,32,12.9487,0.202323
60,38,12.8208,0.200325
70,44,12.4108,0.193919
80,51,12.4416,0.1944
90,57,12.0196,0.187806
100,64,12.5861,0.196658
