task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);efbcdeb6602610d277d4469f002d246a;1;634;2;748;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1);4c6de783d459ba1d6254d19baa56df67;1;2334523613;3;1009534;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1);75f51311cc3c0935de5424a3592f1248;1;2334523613;18;3010003;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa);e4957cf12517ccbc6789daea4fd098dd;1;3147288982;2;379;37
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);cf8391a3e61426020194ca95253a4f6f;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2);7abdfddc90e43e4bf2575e01472cb136;1;2367200158;18;3046076;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2);f2f954241cb4c8abf2dc167359be5af0;1;2367200158;3;1062018;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);0963a3f2e4b1e8db5b729bfb3f6ed57b;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3);fdc9a665a182cab2f9a2c739f719295e;1;1085409224;3;1182253;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3);07a2a81c9d3b012aa1f5d7c5716a5363;1;1085409224;18;2974713;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);6eafa9a5787a3c6ffb158eac9f358e4e;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1);88f684231d0f07c59dbb996a7513ae98;1;1428166894;18;3036473;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);8f93b907f7ba7a1043590ac7984488cd;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1);729e8dc46c1fab322284bce28df5f381;1;1428166894;3;1090545;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2);c51aab473bdc923ba1f130327da5c81a;1;552771753;3;1097006;1
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2);2f3ba6eebaf9504af9a81f115cb9debb;1;552771753;18;3024049;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);c2672d9634049800d1ad2eaa89dfa27d;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3);d12aa844cb8e08fdb8d9a174afc5fd8b;1;2376142392;18;3015658;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3);b2bb2d4515ed14da75e0129c6ab0295f;1;2376142392;3;1153533;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);627827b633297b7438a071624a744ac8;1;3147288982;2;792;0
