test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,54.49,14.31,45.00
CPUStress,32,10,69.44,14.48,43.50
CPUStress,32,20,85.41,14.54,43.90
CPUStress,32,30,94.47,14.56,44.60
CPUStress,32,40,106.84,14.88,46.50
CPUStress,32,50,113.80,14.84,47.50
CPUStress,32,60,123.34,15.05,49.00
CPUStress,32,70,127.26,14.84,50.80
CPUStress,32,80,132.09,14.78,52.70
CPUStress,32,90,138.85,15.15,53.80
CPUStress,32,100,139.82,14.82,54.80
ipsec,32,100,151.92,14.23,56.20
VMStress,32,100,128.29,37.85,52.80
maximize,32,100,139.10,21.44,55.80
