test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,53.01,14.34,33.20
CPUStress,32,10,69.56,14.39,35.70
CPUStress,32,20,83.51,14.67,36.80
CPUStress,32,30,93.94,14.66,39.60
CPUStress,32,40,103.49,14.75,41.50
CPUStress,32,50,112.24,14.72,44.50
CPUStress,32,60,121.12,14.87,46.20
CPUStress,32,70,126.77,14.93,48.60
CPUStress,32,80,133.83,14.97,50.10
CPUStress,32,90,138.19,14.94,51.90
CPUStress,32,100,139.32,14.77,53.00
ipsec,32,100,151.28,14.10,54.80
VMStress,32,100,127.47,37.61,51.40
maximize,32,100,138.68,21.08,54.70
