,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_low_mem_high_w01_t01,1782487734000,1782488358920,0.50151,48.218968,2159546368,hu-worker-c40,624920,Intel Xeon Silver 4314
1,ichnos_cpu_low_mem_high_w01_t02,1782487734000,1782488360977,0.501441,48.368516,2159542272,hu-worker-c42,626977,Intel Xeon Silver 4314
2,ichnos_cpu_low_mem_high_w01_t03,1782487734000,1782488362123,0.500646,49.09193,2159607808,hu-worker-c44,628123,Intel Xeon Silver 4314
3,ichnos_cpu_low_mem_high_w01_t04,1782487734000,1782488363486,0.501216,48.06991,2159538176,hu-worker-c45,629486,Intel Xeon Silver 4314
4,ichnos_cpu_low_mem_high_w02_t01,1782488365000,1782488991434,0.501429,47.8838,2159587328,hu-worker-c40,626434,Intel Xeon Silver 4314
5,ichnos_cpu_low_mem_high_w02_t04,1782488365000,1782488974884,0.500975,47.080659,2159521792,hu-worker-c45,609884,Intel Xeon Silver 4314
6,ichnos_cpu_low_mem_high_w02_t02,1782488366000,1782488988327,0.501075,48.178621,2159575040,hu-worker-c44,622327,Intel Xeon Silver 4314
7,ichnos_cpu_low_mem_high_w02_t03,1782488366000,1782488984449,0.500304,46.289734,2159534080,hu-worker-c42,618449,Intel Xeon Silver 4314
8,ichnos_cpu_low_mem_high_w03_t01,1782488993000,1782489621798,0.501341,47.927644,2159579136,hu-worker-c44,628798,Intel Xeon Silver 4314
9,ichnos_cpu_low_mem_high_w03_t02,1782488993000,1782489624445,0.501297,47.113798,2159517696,hu-worker-c45,631445,Intel Xeon Silver 4314
10,ichnos_cpu_low_mem_high_w03_t03,1782488993000,1782489617938,0.500906,48.541401,2159521792,hu-worker-c40,624938,Intel Xeon Silver 4314
11,ichnos_cpu_low_mem_high_w03_t04,1782488993000,1782489617939,0.501008,48.954748,2159529984,hu-worker-c42,624939,Intel Xeon Silver 4314
12,ichnos_cpu_low_mem_high_w04_t01,1782489626000,1782490249678,0.5007,44.692711,2159538176,hu-worker-c44,623678,Intel Xeon Silver 4314
13,ichnos_cpu_low_mem_high_w04_t02,1782489626000,1782490252180,0.501596,47.525126,2159534080,hu-worker-c45,626180,Intel Xeon Silver 4314
14,ichnos_cpu_low_mem_high_w04_t03,1782489626000,1782490256918,0.501091,47.347861,2159579136,hu-worker-c42,630918,Intel Xeon Silver 4314
15,ichnos_cpu_low_mem_high_w04_t04,1782489626000,1782490249679,0.501111,46.904898,2159534080,hu-worker-c40,623679,Intel Xeon Silver 4314
