task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	44.83 mWh	7.35 mg	-	163.92 gCO₂e/kWh	13.1 %	6.44 GB	1min 2s 105ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	5.65 mWh	39.18 mWh
2	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GTFFILTER (genes.filtered)	51.26 mWh	8.4 mg	-	163.92 gCO₂e/kWh	21 %	6.44 GB	1min 5s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	9.62 mWh	41.63 mWh
7	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa)	847.02 mWh	138.84 mg	-	163.92 gCO₂e/kWh	46.9 %	90.19 GB	1min 32s 497ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	30.13 mWh	816.89 mWh
3	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:STAR_GENOMEPARAMS_UPGRADE (input_index)	112.59 uWh	18.46 ug	-	163.92 gCO₂e/kWh	76.3 %	6.44 GB	97ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	51.4 uWh	61.19 uWh
4	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (GM12878_REP1)	1.74 Wh	284.5 mg	-	163.92 gCO₂e/kWh	68.3 %	25.77 GB	9min 38s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	274.62 mWh	1.46 Wh
5	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (GM12878_REP2)	1.73 Wh	284.33 mg	-	163.92 gCO₂e/kWh	71.8 %	25.77 GB	9min 33s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	286.2 mWh	1.45 Wh
14	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_REP2)	2.22 Wh	363.56 mg	-	163.92 gCO₂e/kWh	187.3 %	25.77 GB	9min 39s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	754.4 mWh	1.46 Wh
8	COMPLETED	NFCORE_RNASEQ:PREPARE_GENOME:SALMON_INDEX (genome.transcripts.fa)	13.16 Wh	2.16 g	-	163.92 gCO₂e/kWh	893.8 %	45.1 GB	20min 39s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.69 Wh	5.47 Wh
11	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_REP1)	3.22 Wh	527.68 mg	-	163.92 gCO₂e/kWh	103 %	25.77 GB	16min 33s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	710.99 mWh	2.51 Wh
12	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_REP1)	3.65 Wh	598.03 mg	-	163.92 gCO₂e/kWh	96.2 %	17.18 GB	25min 52s 294ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.04 Wh	2.61 Wh
13	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_REP2)	3.9 Wh	638.77 mg	-	163.92 gCO₂e/kWh	91.9 %	17.18 GB	27min 59s 384ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.07 Wh	2.83 Wh
6	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (K562_REP1)	1.82 Wh	299.04 mg	-	163.92 gCO₂e/kWh	63.8 %	25.77 GB	10min 14s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	272.48 mWh	1.55 Wh
9	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (K562_REP2)	2.3 Wh	376.57 mg	-	163.92 gCO₂e/kWh	63.5 %	25.77 GB	12min 55s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	341.75 mWh	1.96 Wh
17	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (GM12878_REP1)	1.81 Wh	296.79 mg	-	163.92 gCO₂e/kWh	68.3 %	25.77 GB	10min 4s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	286.48 mWh	1.52 Wh
20	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (K562_REP1)	2.69 Wh	440.28 mg	-	163.92 gCO₂e/kWh	138.3 %	25.77 GB	12min 51s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	740.48 mWh	1.95 Wh
10	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (MCF7_REP1)	2.69 Wh	441.46 mg	-	163.92 gCO₂e/kWh	55.9 %	25.77 GB	15min 24s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	359.08 mWh	2.33 Wh
22	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (K562_REP2)	3.1 Wh	508.51 mg	-	163.92 gCO₂e/kWh	150.7 %	25.77 GB	14min 29s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	909.43 mWh	2.19 Wh
24	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SALMON_QUANT (GM12878_REP1)	9.19 Wh	1.51 g	-	163.92 gCO₂e/kWh	638.5 %	45.1 GB	17min 17s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.6 Wh	4.58 Wh
21	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (K562_REP1)	3.47 Wh	568.33 mg	-	163.92 gCO₂e/kWh	102.8 %	17.18 GB	24min 7s 3ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.03 Wh	2.43 Wh
28	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:QUANT_TXIMPORT_SUMMARIZEDEXPERIMENT:CUSTOM_TX2GENE (null)	60.92 mWh	9.99 mg	-	163.92 gCO₂e/kWh	95.8 %	6.44 GB	47s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	31.27 mWh	29.65 mWh
26	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCF7_REP1)	2.55 Wh	417.81 mg	-	163.92 gCO₂e/kWh	170.9 %	25.77 GB	11min 26s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	815.34 mWh	1.73 Wh
18	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (GM12878_REP2)	4.91 Wh	805.46 mg	-	163.92 gCO₂e/kWh	25 %	25.77 GB	30min 21s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	316.32 mWh	4.6 Wh
23	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (K562_REP2)	3.87 Wh	634.9 mg	-	163.92 gCO₂e/kWh	115.7 %	17.18 GB	25min 58s 230ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.25 Wh	2.62 Wh
29	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (K562_REP1)	2.58 Wh	422.85 mg	-	163.92 gCO₂e/kWh	46.2 %	25.77 GB	15min 6s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	291 mWh	2.29 Wh
27	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCF7_REP1)	3.98 Wh	653.18 mg	-	163.92 gCO₂e/kWh	110.4 %	17.18 GB	27min 7s 173ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.25 Wh	2.74 Wh
25	COMPLETED	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (GM12878_REP1)	31.7 Wh	5.2 g	-	163.92 gCO₂e/kWh	741.4 %	90.19 GB	37min 47s 694ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	11.68 Wh	20.03 Wh
15	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (MCF7_REP2)	2.92 Wh	478.74 mg	-	163.92 gCO₂e/kWh	51.4 %	25.77 GB	16min 54s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	361.94 mWh	2.56 Wh
31	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SALMON_QUANT (GM12878_REP2)	9.71 Wh	1.59 g	-	163.92 gCO₂e/kWh	595.6 %	45.1 GB	18min 56s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.7 Wh	5.02 Wh
37	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:SALMON_QUANT (GM12878_REP1)	4.44 Wh	727.19 mg	-	163.92 gCO₂e/kWh	482.9 %	45.1 GB	9min 30s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.91 Wh	2.52 Wh
34	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_PSEUDO_ALIGNMENT:SALMON_QUANT (K562_REP1)	7.98 Wh	1.31 g	-	163.92 gCO₂e/kWh	701.8 %	45.1 GB	14min 18s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.19 Wh	3.79 Wh
40	COMPLETED	NFCORE_RNASEQ:RNASEQ:QUANTIFY_BAM_SALMON:QUANT_TXIMPORT_SUMMARIZEDEXPERIMENT:CUSTOM_TX2GENE (null)	60.62 mWh	9.94 mg	-	163.92 gCO₂e/kWh	94.9 %	6.44 GB	47s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	30.97 mWh	29.65 mWh
32	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (K562_REP2)	3.44 Wh	563.77 mg	-	163.92 gCO₂e/kWh	43.6 %	25.77 GB	20min 17s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	368.48 mWh	3.07 Wh
35	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCF7_REP1)	3.27 Wh	536.36 mg	-	163.92 gCO₂e/kWh	45.3 %	25.77 GB	19min 13s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	362.71 mWh	2.91 Wh
30	COMPLETED	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (GM12878_REP2)	32.22 Wh	5.28 g	-	163.92 gCO₂e/kWh	834.1 %	90.19 GB	36min 43s 142ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	12.76 Wh	19.46 Wh
38	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCF7_REP2)	3.05 Wh	500.02 mg	-	163.92 gCO₂e/kWh	134.1 %	25.77 GB	14min 43s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	822.29 mWh	2.23 Wh
39	COMPLETED	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCF7_REP2)	3.77 Wh	617.74 mg	-	163.92 gCO₂e/kWh	122.3 %	17.18 GB	24min 48s 653ms	8	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	1.26 Wh	2.5 Wh
