task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	656.52 uWh	107.62 ug	-	163.92 gCO₂e/kWh	3.7 %	6.44 GB	1s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	25.69 uWh	630.82 uWh
5	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa)	166.69 mWh	27.32 mg	-	163.92 gCO₂e/kWh	30.9 %	45.1 GB	36s	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.73 mWh	158.97 mWh
8	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	41.27 mWh	6.77 mg	-	163.92 gCO₂e/kWh	21.3 %	6.44 GB	52s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.84 mWh	33.43 mWh
15	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	29.93 mWh	4.91 mg	-	163.92 gCO₂e/kWh	32.3 %	6.44 GB	34s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.85 mWh	22.08 mWh
16	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	41.31 mWh	6.77 mg	-	163.92 gCO₂e/kWh	21.4 %	6.44 GB	52s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.88 mWh	33.43 mWh
4	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	42.64 mWh	6.99 mg	-	163.92 gCO₂e/kWh	20.8 %	6.44 GB	55s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.94 mWh	34.7 mWh
9	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	41.38 mWh	6.78 mg	-	163.92 gCO₂e/kWh	21.6 %	6.44 GB	52s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.95 mWh	33.43 mWh
14	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	41.24 mWh	6.76 mg	-	163.92 gCO₂e/kWh	21.2 %	6.44 GB	52s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.8 mWh	33.43 mWh
10	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3)	292.07 mWh	47.88 mg	-	163.92 gCO₂e/kWh	102 %	45.1 GB	56s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	40.37 mWh	251.7 mWh
3	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1)	942.85 mWh	154.55 mg	-	163.92 gCO₂e/kWh	67.6 %	45.1 GB	3min 12s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	90.6 mWh	852.24 mWh
