task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
2	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	0 Wh	0 g	-	163.92 gCO₂e/kWh	11.1 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
1	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	62.84 mWh	10.3 mg	-	163.92 gCO₂e/kWh	30.1 %	25.77 GB	23s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.81 mWh	58.04 mWh
3	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	29.61 mWh	4.85 mg	-	163.92 gCO₂e/kWh	27.6 %	6.44 GB	36s	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	6.9 mWh	22.71 mWh
10	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	163.92 gCO₂e/kWh	49.1 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
4	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (EZH2_IP_NTKO_REP1_T1)	4.8 Wh	786.84 mg	-	163.92 gCO₂e/kWh	73.8 %	45.1 GB	16min 14s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	499.18 mWh	4.3 Wh
6	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (EZH2_IP_NTKO_REP2_T1)	4.85 Wh	795.49 mg	-	163.92 gCO₂e/kWh	79.4 %	45.1 GB	16min 17s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	538.71 mWh	4.31 Wh
14	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (FOXA1_IP_E2_REP1_T1)	784.88 mWh	128.66 mg	-	163.92 gCO₂e/kWh	61.8 %	45.1 GB	2min 42s	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	69.53 mWh	715.35 mWh
5	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP1_T1)	14.82 Wh	2.43 g	-	163.92 gCO₂e/kWh	458.6 %	90.19 GB	20min 33s	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	3.93 Wh	10.89 Wh
16	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (FOXA1_IP_E2_REP2_T1)	325.68 mWh	53.38 mg	-	163.92 gCO₂e/kWh	96.9 %	45.1 GB	1min 4s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	43.07 mWh	282.61 mWh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP2_T1)	15.84 Wh	2.6 g	-	163.92 gCO₂e/kWh	465.1 %	90.19 GB	21min 52s 1000ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.24 Wh	11.6 Wh
