task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	0 Wh	0 g	-	163.92 gCO₂e/kWh	20.2 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
2	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	65.06 mWh	10.66 mg	-	163.92 gCO₂e/kWh	27 %	25.77 GB	24s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	4.5 mWh	60.56 mWh
10	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT	100.97 uWh	16.55 ug	-	163.92 gCO₂e/kWh	93.2 %	6.44 GB	79ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	51.13 uWh	49.83 uWh
3	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	35.7 mWh	5.85 mg	-	163.92 gCO₂e/kWh	28.7 %	6.44 GB	42s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.57 mWh	27.13 mWh
15	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai)	0 Wh	0 g	-	163.92 gCO₂e/kWh	63.1 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
4	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1)	185.43 mWh	30.4 mg	-	163.92 gCO₂e/kWh	173.3 %	45.1 GB	33s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	39.71 mWh	145.72 mWh
16	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	163.92 gCO₂e/kWh	47.4 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
5	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1)	1.21 Wh	198.37 mg	-	163.92 gCO₂e/kWh	622.4 %	90.19 GB	1min 32s 0ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	397.64 mWh	812.5 mWh
7	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1)	268.16 mWh	43.96 mg	-	163.92 gCO₂e/kWh	203.6 %	45.1 GB	46s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	65.04 mWh	203.13 mWh
6	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1)	2.45 Wh	401.32 mg	-	163.92 gCO₂e/kWh	508.8 %	90.19 GB	3min 18s	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	699.6 mWh	1.75 Wh
9	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1)	1.49 Wh	244.36 mg	-	163.92 gCO₂e/kWh	112.1 %	45.1 GB	4min 46s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	223.42 mWh	1.27 Wh
11	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1)	824.16 mWh	135.1 mg	-	163.92 gCO₂e/kWh	199.9 %	45.1 GB	2min 21s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	197.12 mWh	627.04 mWh
14	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1)	767.6 mWh	125.83 mg	-	163.92 gCO₂e/kWh	214.4 %	45.1 GB	2min 9s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	193.56 mWh	574.05 mWh
17	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1)	778.02 mWh	127.53 mg	-	163.92 gCO₂e/kWh	206.5 %	45.1 GB	2min 12s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	190.73 mWh	587.3 mWh
12	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1)	7.14 Wh	1.17 g	-	163.92 gCO₂e/kWh	580.2 %	90.19 GB	9min 15s 0ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	2.24 Wh	4.9 Wh
20	COMPLETED	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP2_T1)	4.08 Wh	669.46 mg	-	163.92 gCO₂e/kWh	4123.7 %	90.19 GB	1min 49s 0ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	3.12 Wh	962.64 mWh
