task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
3	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	698.18 uWh	114.45 ug	-	163.92 gCO₂e/kWh	9.7 %	6.44 GB	1s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	67.36 uWh	630.82 uWh
1	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf)	65.69 mWh	10.77 mg	-	163.92 gCO₂e/kWh	30.8 %	25.77 GB	24s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	5.13 mWh	60.56 mWh
2	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa)	29.18 mWh	4.78 mg	-	163.92 gCO₂e/kWh	29.2 %	6.44 GB	34s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.1 mWh	22.08 mWh
10	COMPLETED	NFCORE_CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes)	0 Wh	0 g	-	163.92 gCO₂e/kWh	33 %	6.44 GB	0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	0 Wh	0 Wh
4	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (EZH2_IP_NTKO_REP1_T1)	4.55 Wh	745.53 mg	-	163.92 gCO₂e/kWh	73.7 %	45.1 GB	15min 23s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	472.4 mWh	4.08 Wh
7	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (EZH2_IP_NTKO_REP2_T1)	4.52 Wh	741.61 mg	-	163.92 gCO₂e/kWh	86.4 %	45.1 GB	15min 2s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	541.2 mWh	3.98 Wh
9	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (EZH2_IP_TKO_REP1_T1)	3.92 Wh	642.87 mg	-	163.92 gCO₂e/kWh	74.5 %	45.1 GB	13min 14s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	411.3 mWh	3.51 Wh
13	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (FOXA1_IP_E2_REP1_T1)	580.06 mWh	95.08 mg	-	163.92 gCO₂e/kWh	84.2 %	45.1 GB	1min 55s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	67.83 mWh	512.23 mWh
5	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (EZH2_IP_NTKO_REP1_T1)	15.26 Wh	2.5 g	-	163.92 gCO₂e/kWh	439.4 %	90.19 GB	21min 24s 0ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	3.92 Wh	11.34 Wh
16	COMPLETED	NFCORE_CHIPSEQ:CHIPSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (FOXA1_IP_E2_REP2_T1)	457.06 mWh	74.92 mg	-	163.92 gCO₂e/kWh	64.3 %	45.1 GB	1min 33s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	41.97 mWh	415.08 mWh
