task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	1.91 mWh	313.29 ug	-	163.92 gCO₂e/kWh	0.9 %	6.44 GB	2s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	18.75 uWh	1.89 mWh
18	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	32.56 mWh	5.34 mg	-	163.92 gCO₂e/kWh	29.4 %	6.44 GB	38s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.96 mWh	24.6 mWh
17	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	32.54 mWh	5.33 mg	-	163.92 gCO₂e/kWh	29.3 %	6.44 GB	38s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.94 mWh	24.6 mWh
16	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	33.32 mWh	5.46 mg	-	163.92 gCO₂e/kWh	29.1 %	6.44 GB	39s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.08 mWh	25.23 mWh
11	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	32.54 mWh	5.33 mg	-	163.92 gCO₂e/kWh	29.3 %	6.44 GB	38s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.94 mWh	24.6 mWh
8	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	18.66 mWh	3.06 mg	-	163.92 gCO₂e/kWh	67.2 %	6.44 GB	16s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.93 mWh	10.72 mWh
5	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	33.15 mWh	5.43 mg	-	163.92 gCO₂e/kWh	28.5 %	6.44 GB	39s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.92 mWh	25.23 mWh
4	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa)	82.92 mWh	13.59 mg	-	163.92 gCO₂e/kWh	66.5 %	45.1 GB	16s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.85 mWh	75.07 mWh
2	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1)	700.96 mWh	114.9 mg	-	163.92 gCO₂e/kWh	90.3 %	45.1 GB	2min 18s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	87.16 mWh	613.79 mWh
9	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3)	330 mWh	54.09 mg	-	163.92 gCO₂e/kWh	95.2 %	45.1 GB	1min 5s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	42.97 mWh	287.02 mWh
6	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2)	970.51 mWh	159.09 mg	-	163.92 gCO₂e/kWh	62.9 %	45.1 GB	3min 20s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	87.36 mWh	883.15 mWh
10	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3)	431.69 mWh	70.76 mg	-	163.92 gCO₂e/kWh	87.1 %	25.77 GB	2min 17s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	83.47 mWh	348.21 mWh
12	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1)	385.56 mWh	63.2 mg	-	163.92 gCO₂e/kWh	104.4 %	45.1 GB	1min 14s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	54.37 mWh	331.18 mWh
15	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2)	200.73 mWh	32.9 mg	-	163.92 gCO₂e/kWh	118.4 %	25.77 GB	1min 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	49.33 mWh	151.4 mWh
14	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2)	170.52 mWh	27.95 mg	-	163.92 gCO₂e/kWh	108.2 %	45.1 GB	33s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	24.8 mWh	145.72 mWh
13	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1)	532.53 mWh	87.29 mg	-	163.92 gCO₂e/kWh	90.4 %	25.77 GB	2min 48s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	106.09 mWh	426.44 mWh
7	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2)	922.13 mWh	151.16 mg	-	163.92 gCO₂e/kWh	77.8 %	25.77 GB	5min 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	162.62 mWh	759.51 mWh
3	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1)	945.19 mWh	154.94 mg	-	163.92 gCO₂e/kWh	82.9 %	25.77 GB	5min 4s 1000ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	175.59 mWh	769.6 mWh
21	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa)	530.24 mWh	86.92 mg	-	163.92 gCO₂e/kWh	264.9 %	51.54 GB	1min 17s 0ms	48	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	141.65 mWh	388.59 mWh
20	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3)	731.8 mWh	119.96 mg	-	163.92 gCO₂e/kWh	105 %	25.77 GB	3min 45s	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	164.06 mWh	567.74 mWh
19	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3)	620.02 mWh	101.63 mg	-	163.92 gCO₂e/kWh	102 %	45.1 GB	2min 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	85.71 mWh	534.31 mWh
25	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R1)	8.17 Wh	1.34 g	-	163.92 gCO₂e/kWh	2612.9 %	45.1 GB	6min 2s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	6.57 Wh	1.6 Wh
24	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R3)	8.93 Wh	1.46 g	-	163.92 gCO₂e/kWh	2678.9 %	45.1 GB	6min 28s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.22 Wh	1.71 Wh
22	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R1)	11.64 Wh	1.91 g	-	163.92 gCO₂e/kWh	2778.8 %	45.1 GB	8min 11s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	9.47 Wh	2.17 Wh
28	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1)	184.34 mWh	30.22 mg	-	163.92 gCO₂e/kWh	347.3 %	45.1 GB	27s	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	65.12 mWh	119.23 mWh
29	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3)	149.03 mWh	24.43 mg	-	163.92 gCO₂e/kWh	297.2 %	45.1 GB	23s 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	47.47 mWh	101.56 mWh
26	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2)	4.26 Wh	697.56 mg	-	163.92 gCO₂e/kWh	2606.4 %	45.1 GB	3min 9s	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	3.42 Wh	834.58 mWh
30	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R1)	456.06 mWh	74.76 mg	-	163.92 gCO₂e/kWh	174.9 %	45.1 GB	1min 21s	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	98.38 mWh	357.68 mWh
31	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R1)	289.39 mWh	47.44 mg	-	163.92 gCO₂e/kWh	232.3 %	45.1 GB	47s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	77.43 mWh	211.96 mWh
32	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R3)	161.52 mWh	26.48 mg	-	163.92 gCO₂e/kWh	294.5 %	45.1 GB	24s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	51.13 mWh	110.39 mWh
33	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2)	93.84 mWh	15.38 mg	-	163.92 gCO₂e/kWh	208.7 %	45.1 GB	15s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	23.19 mWh	70.65 mWh
35	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R1)	13.51 mWh	2.21 mg	-	163.92 gCO₂e/kWh	609.3 %	25.77 GB	2s 0ms	16	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.46 mWh	5.05 mWh
