task_id	status	name	energy_consumption	CO2e	CO2e_market	carbon_intensity	%cpu	memory	realtime	cpus	powerdraw_cpu	cpu_model	raw_energy_processor	raw_energy_memory
1	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv)	652.35 uWh	106.93 ug	-	163.92 gCO₂e/kWh	3.1 %	6.44 GB	1s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	21.53 uWh	630.82 uWh
4	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa)	184.32 mWh	30.21 mg	-	163.92 gCO₂e/kWh	27.7 %	45.1 GB	39s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.69 mWh	176.63 mWh
5	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	33.29 mWh	5.46 mg	-	163.92 gCO₂e/kWh	29 %	6.44 GB	39s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.06 mWh	25.23 mWh
17	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	20.42 mWh	3.35 mg	-	163.92 gCO₂e/kWh	56.2 %	6.44 GB	20s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.81 mWh	12.62 mWh
18	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	33.29 mWh	5.46 mg	-	163.92 gCO₂e/kWh	29 %	6.44 GB	39s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.06 mWh	25.23 mWh
9	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	19.7 mWh	3.23 mg	-	163.92 gCO₂e/kWh	58.5 %	6.44 GB	19s 0ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.72 mWh	11.99 mWh
16	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	33.32 mWh	5.46 mg	-	163.92 gCO₂e/kWh	29.1 %	6.44 GB	39s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	8.08 mWh	25.23 mWh
8	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa)	18.33 mWh	3 mg	-	163.92 gCO₂e/kWh	64.4 %	6.44 GB	16s 1000ms	1	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	7.6 mWh	10.72 mWh
11	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3)	306.65 mWh	50.27 mg	-	163.92 gCO₂e/kWh	100.1 %	45.1 GB	1min 0ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	41.71 mWh	264.95 mWh
6	COMPLETED	NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2)	803.29 mWh	131.68 mg	-	163.92 gCO₂e/kWh	82.6 %	45.1 GB	2min 40s 1000ms	32	2.5 W	Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz	92.35 mWh	710.94 mWh
