task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);b695279bfca7c89fb5e1930ade21b687;1;3147288982;3;1098;10
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv);72149bd7abc51a95175c212b24abdb21;1;844;2;969;0
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);579ef6a7485e229e4add142514104d26;1;916094160;2;25691847;9
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1);a0b263cbc0a908662e6b3fe759ca9e5a;1;1022045428;5;892537196;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1);e9b613123a51bae72b96a36343757761;1;1022045428;3;880658;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP2_T1);4c2e2c2ed0c4936a7f64fecccf9cf8bb;1;1079398766;5;942437960;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1);2eb513a77f4509f6a441a9148c8763b1;1;1079398766;3;873754;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1);55b1bc13f75c74f63178c1865ffc1e91;1;1043360402;3;881202;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP3_T1);afd62ac1d4dec8ed4792b500e33219e2;1;1043360402;5;911055211;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1);28988e0400918d8039eabce995f5f288;1;1236619679;3;873344;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1);67d7fb53fb2a0c8e6d291d85139c10af;1;1100483401;3;876213;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1);b7671e42b3e525e8901e17eb6e813a45;1;1082161679;3;877476;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP1_T1);74301bc99488667c5bc7673ab5cfb01a;1;1279737264;3;877286;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP2_T1);9412ab80956ca34800bab7895e0e4d74;1;1306760927;3;874141;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP1_T1);3a7ba4be18977e4fce529dda0135d90e;1;1236619679;5;1079631352;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP2_T1);2c6e6437f1180ae4d87787ae9eba143d;1;1100483401;5;964597787;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_R1881_REP3_T1);73e24f069df788dbd9609fb3d3a87a22;1;1005676900;3;876450;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Daro_REP3_T1);09ce27b7e0c0696c816476700be7d61d;1;1082161679;5;945057098;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP1_T1);0a93cbc4c8f944a180c3711850a84123;1;1279737264;5;1117257359;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP2_T1);3a90e68b71f5adf7a810e8e750f60fc7;1;1306760927;5;1140673183;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_R1881_REP3_T1);731ac7a91c42204926b3a7a87de7242d;1;1005676900;5;878406881;1
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);9d3698e3c9a638974845b6c293044ed6;2;17856;2;8667;9
