test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.19,14.57,34.00
CPUStress,32,10,58.91,14.67,34.10
CPUStress,32,20,70.02,14.85,35.80
CPUStress,32,30,76.40,14.79,36.30
CPUStress,32,40,83.97,14.96,38.30
CPUStress,32,50,88.85,14.83,39.40
CPUStress,32,60,95.04,15.02,41.10
CPUStress,32,70,98.95,14.98,42.80
CPUStress,32,80,101.43,14.82,44.50
CPUStress,32,90,104.91,14.87,45.50
CPUStress,32,100,105.88,14.75,47.00
ipsec,32,100,113.92,14.54,47.90
VMStress,32,100,98.48,37.60,45.20
maximize,32,100,104.03,21.01,48.20
