test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,49.99,14.59,40.90
CPUStress,32,10,59.62,14.75,40.00
CPUStress,32,20,67.62,14.55,39.50
CPUStress,32,30,76.53,14.75,39.50
CPUStress,32,40,85.03,15.10,40.40
CPUStress,32,50,88.76,14.83,41.10
CPUStress,32,60,96.12,15.17,42.30
CPUStress,32,70,98.83,15.03,43.10
CPUStress,32,80,103.15,15.09,44.00
CPUStress,32,90,104.04,14.80,46.60
CPUStress,32,100,106.03,14.72,47.50
ipsec,32,100,113.30,14.41,48.20
VMStress,32,100,98.18,37.01,46.60
maximize,32,100,105.05,21.18,48.70
