test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.67,14.59,42.40
CPUStress,32,10,67.20,14.74,41.70
CPUStress,32,20,79.56,14.78,41.20
CPUStress,32,30,89.42,14.79,42.10
CPUStress,32,40,98.11,14.83,42.30
CPUStress,32,50,105.85,14.97,43.60
CPUStress,32,60,111.36,14.81,45.70
CPUStress,32,70,115.82,14.78,47.60
CPUStress,32,80,122.40,15.11,49.00
CPUStress,32,90,125.00,14.98,49.90
CPUStress,32,100,126.05,14.74,51.40
ipsec,32,100,138.09,14.65,52.50
VMStress,32,100,115.02,36.64,49.30
maximize,32,100,124.36,21.46,51.70
