test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.96,14.58,35.00
CPUStress,32,10,67.91,14.63,35.40
CPUStress,32,20,79.01,14.60,38.80
CPUStress,32,30,89.47,14.81,39.30
CPUStress,32,40,98.11,14.82,41.60
CPUStress,32,50,105.43,14.89,43.20
CPUStress,32,60,112.59,14.97,45.40
CPUStress,32,70,117.85,14.97,47.30
CPUStress,32,80,123.34,15.07,48.10
CPUStress,32,90,128.40,15.26,49.70
CPUStress,32,100,126.06,14.79,50.60
ipsec,32,100,136.40,14.51,52.40
VMStress,32,100,115.16,37.23,49.40
maximize,32,100,124.60,21.28,51.30
