test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,55.03,14.73,42.40
CPUStress,32,10,68.55,14.65,41.20
CPUStress,32,20,80.33,14.84,40.70
CPUStress,32,30,89.54,14.74,40.30
CPUStress,32,40,98.11,14.89,42.10
CPUStress,32,50,108.35,15.12,44.60
CPUStress,32,60,112.80,14.98,46.10
CPUStress,32,70,117.84,14.96,47.40
CPUStress,32,80,122.06,14.94,48.40
CPUStress,32,90,124.99,14.91,49.40
CPUStress,32,100,126.36,14.82,50.70
ipsec,32,100,139.64,14.84,51.80
VMStress,32,100,115.51,37.63,49.20
maximize,32,100,125.54,22.46,52.10
