test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,51.95,14.56,42.30
CPUStress,32,10,68.78,14.61,41.50
CPUStress,32,20,79.92,14.70,41.00
CPUStress,32,30,90.10,14.77,41.90
CPUStress,32,40,97.83,14.82,42.20
CPUStress,32,50,105.97,14.88,44.30
CPUStress,32,60,111.73,14.85,46.10
CPUStress,32,70,119.52,15.24,48.10
CPUStress,32,80,122.64,15.07,49.60
CPUStress,32,90,123.34,14.72,50.40
CPUStress,32,100,125.80,14.64,51.50
ipsec,32,100,136.60,14.43,53.10
VMStress,32,100,115.76,37.65,50.10
maximize,32,100,124.96,21.64,52.30
