start_ms,end_ms,duration_ms,start_time,end_time
1780908301000,1780908367000,66000,2026-06-08 08:45:01,2026-06-08 08:46:07
1780908465000,1780908470000,5000,2026-06-08 08:47:45,2026-06-08 08:47:50
1780909031000,1780909034000,3000,2026-06-08 08:57:11,2026-06-08 08:57:14
1780909150000,1780909152000,2000,2026-06-08 08:59:10,2026-06-08 08:59:12
1780909578000,1780909581000,3000,2026-06-08 09:06:18,2026-06-08 09:06:21
1780909658000,1780909660000,2000,2026-06-08 09:07:38,2026-06-08 09:07:40
1780909974000,1780909976000,2000,2026-06-08 09:12:54,2026-06-08 09:12:56
1780910147000,1780910167000,20000,2026-06-08 09:15:47,2026-06-08 09:16:07
1780910225000,1780910227000,2000,2026-06-08 09:17:05,2026-06-08 09:17:07
1780910236000,1780910240000,4000,2026-06-08 09:17:16,2026-06-08 09:17:20
1780911468000,1780911469000,1000,2026-06-08 09:37:48,2026-06-08 09:37:49
1780911679000,1780911683000,4000,2026-06-08 09:41:19,2026-06-08 09:41:23
1780911984000,1780911987000,3000,2026-06-08 09:46:24,2026-06-08 09:46:27
1780912035000,1780912047000,12000,2026-06-08 09:47:15,2026-06-08 09:47:27
1780913717000,1780913720000,3000,2026-06-08 10:15:17,2026-06-08 10:15:20
1780913774000,1780914187000,413000,2026-06-08 10:16:14,2026-06-08 10:23:07
1780914636000,1780914647000,11000,2026-06-08 10:30:36,2026-06-08 10:30:47
1780915007000,1780915106000,99000,2026-06-08 10:36:47,2026-06-08 10:38:26
