start_ms,end_ms,duration_ms,start_time,end_time
1780916178000,1780916862000,684000,2026-06-08 10:56:18,2026-06-08 11:07:42
1780916865000,1780916981000,116000,2026-06-08 11:07:45,2026-06-08 11:09:41
1780916984000,1780917399000,415000,2026-06-08 11:09:44,2026-06-08 11:16:39
1780917401000,1780917477000,76000,2026-06-08 11:16:41,2026-06-08 11:17:57
1780917480000,1780917658000,178000,2026-06-08 11:18:00,2026-06-08 11:20:58
1780917660000,1780917920000,260000,2026-06-08 11:21:00,2026-06-08 11:25:20
1780917923000,1780918018000,95000,2026-06-08 11:25:23,2026-06-08 11:26:58
1780918023000,1780919815000,1792000,2026-06-08 11:27:03,2026-06-08 11:56:55
1780919823000,1780919896000,73000,2026-06-08 11:57:03,2026-06-08 11:58:16
1780919903000,1780920170000,267000,2026-06-08 11:58:23,2026-06-08 12:02:50
1780920183000,1780922364000,2181000,2026-06-08 12:03:03,2026-06-08 12:39:24
1780922383000,1780922949000,566000,2026-06-08 12:39:43,2026-06-08 12:49:09
1780922963000,1780922973000,10000,2026-06-08 12:49:23,2026-06-08 12:49:33
1780923003000,1780923012000,9000,2026-06-08 12:50:03,2026-06-08 12:50:12
1780923024000,1780923029000,5000,2026-06-08 12:50:24,2026-06-08 12:50:29
