id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
1,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1772829684000,1772829685000,1,63.4,,6442450944.0,,,3.1353448021885534e-07,1.6456163194444444e-07,4.780961121632998e-07,4.780961121632998e-07,0.0,1.0,
16,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1772829829000,1772829862000,6,118.8,,45097156608.0,,,1.9163306250000016e-05,3.531171875e-05,5.447502500000002e-05,5.447502500000002e-05,0.0,1.0,
15,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1772829823000,1772829883000,2,96.6,,12884901888.0,,,2.9396221590909096e-05,1.9498697916666664e-05,4.889491950757576e-05,4.889491950757576e-05,0.0,1.0,
13,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,64.7,,6442450944.0,,,7.359158675294617e-06,3.7849175347222225e-06,1.1144076210016839e-05,1.1144076210016839e-05,0.0,1.0,
8,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,66.6,,6442450944.0,,,7.487591193181823e-06,3.5158854166666667e-06,1.100347660984849e-05,1.100347660984849e-05,0.0,1.0,
11,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,68.9,,6442450944.0,,,7.928877375315656e-06,3.6074761284722226e-06,1.1536353503787878e-05,1.1536353503787878e-05,0.0,1.0,
17,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,69.1,,6442450944.0,,,7.951892984532826e-06,3.6074761284722226e-06,1.1559369113005049e-05,1.1559369113005049e-05,0.0,1.0,
20,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,67.0,,6442450944.0,,,7.532561710858593e-06,3.5158854166666667e-06,1.104844712752526e-05,1.104844712752526e-05,0.0,1.0,
5,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1772829871000,1772829894000,1,65.7,,6442450944.0,,,7.472901467803034e-06,3.7849175347222225e-06,1.1257819002525257e-05,1.1257819002525257e-05,0.0,1.0,
4,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,1772829871000,1772829894000,6,66.8,,45097156608.0,,,7.598018539562292e-06,2.6494422743055562e-05,3.409244128261785e-05,3.409244128261785e-05,0.0,1.0,
10,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1772829831000,1772829938000,6,68.8,,45097156608.0,,,3.733665025252526e-05,0.00012170437282986111,0.00015904102308238638,0.00015904102308238638,0.0,1.0,
9,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1772829831000,1772829941000,2,98.1,,12884901888.0,,,5.336515104166668e-05,3.6203559027777776e-05,8.956871006944445e-05,8.956871006944445e-05,0.0,1.0,
2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1772829823000,1772829948000,6,100.3,,45097156608.0,,,6.273004360006311e-05,0.00013724093967013893,0.00019997098327020205,0.00019997098327020205,0.0,1.0,
12,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1772829879000,1772829958000,6,102.4,,45097156608.0,,,4.1028929292929305e-05,8.985649956597222e-05,0.00013088542885890153,0.00013088542885890153,0.0,1.0,
6,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1772829870000,1772829991000,6,105.6,,45097156608.0,,,6.245818333333338e-05,0.00012947630208333334,0.0001919344854166667,0.0001919344854166667,0.0,1.0,
21,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX,1772829897000,1772829990000,12,232.2,,90194313216.0,,,0.00010679261335227274,0.00021425924479166668,0.0003210518581439394,0.0003210518581439394,0.0,1.0,
14,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1772829879000,1772830013000,2,99.9,,12884901888.0,,,6.54350360795455e-05,4.0967708333333336e-05,0.00010640274441287885,0.00010640274441287885,0.0,1.0,
3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1772829827000,1772830054000,2,99.2,,12884901888.0,,,0.00011136111734006738,7.471098090277778e-05,0.00018607209824284516,0.00018607209824284516,0.0,1.0,
