task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);e284ece0d4570350510e71fdeb5cae73;1;634;2;748;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1);bfa80bd39e60160cc9b00c7a2b089463;1;2334523613;18;2989562;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1);839ace44fc1f7c3996383aae4cecbb43;1;2334523613;3;1009536;1
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);d6a59dfe1b6e762416542cb74a2c812b;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa);0660d717889212c0ba7e2b9217420bb7;1;3147288982;2;379;37
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2);ad2576b9e937b98ff809bc7994830cc0;1;2367200158;3;1062019;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2);59d6987bc53f1564f22651a69873eacd;1;2367200158;18;3131022;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);123563e05afc5c8952f4cce2eb0d7f2b;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);36e3a8ef2b1d872f6d6965e909ca2f2b;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3);7725736e7ae14bb6f51204f06c623ddd;1;1085409224;18;2974780;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3);e718d5130cc81de85ad1e0bedf396b17;1;1085409224;3;1182255;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1);726461577c9e1d0a24150e8b716cd78d;1;1428166894;3;1090546;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1);e1c859e7f5675bef0ed435175c78b822;1;1428166894;18;3052070;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2);388888c9b7c8b18f82cb63685e1bee0e;1;552771753;18;3022146;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2);e8990cbae2cfedf9f08c84f83465bcf8;1;552771753;3;1097008;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);5612762c78a825c103fb89f8bd2acd13;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);791eba465ee0ec78d729875680f115a6;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);a6b4cb58f8ce70d709a4e5d34bfc8587;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3);bbb3045ef94587681d2e5ab4ef6d3e2e;1;2376142392;3;1153535;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3);c78e79ef4d4d238bab8de0c27d158967;1;2376142392;18;3009689;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa);2eadef19ec350d19f44082009a9d9796;2;3147289284;4;14721577032;6
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R1);42674984f4bfaf9b0a214770512f4a3a;4;17056100565;3;5951400828;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R2);f0d31fc27d0847f6cb655ad6b4e2c93f;4;17088777110;3;6001669813;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R3);e3f2d2ce26d9cebd644902f642fe7d9a;4;15806986176;3;2726018345;0
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R1);8b419443cbee52895f0663ea549949f6;4;16149743846;3;3606203674;1
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2);8b622b999c66420366ec95c35eb80070;4;15274348705;3;1444979344;1
NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R3);7bc89825a6277470c2dc861799af7221;4;17097719344;3;5933393391;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1);a47f5218547626bf4c992feec5975e21;2;3606203594;2;1772156005;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3);449e454df151a505cef4fe7bb95f9562;2;2726018265;2;1359956880;0
NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R1);5f8477ca8f15bc0647527ee23938d414;2;5951400748;2;2929853326;1
