test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.27,14.44,30.90
CPUStress,32,10,67.40,14.70,32.30
CPUStress,32,20,79.26,14.59,35.60
CPUStress,32,30,89.87,14.92,36.60
CPUStress,32,40,100.40,15.15,38.60
CPUStress,32,50,105.11,14.79,41.10
CPUStress,32,60,110.61,14.70,43.90
CPUStress,32,70,115.43,14.71,45.30
CPUStress,32,80,119.03,14.61,46.90
CPUStress,32,90,123.91,14.71,48.30
CPUStress,32,100,125.96,14.66,49.60
ipsec,32,100,135.79,14.45,51.20
VMStress,32,100,113.38,36.26,48.40
maximize,32,100,124.67,21.85,50.90
