test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.28,14.26,38.50
CPUStress,32,10,58.69,14.35,37.70
CPUStress,32,20,68.44,14.53,37.60
CPUStress,32,30,76.04,14.62,37.80
CPUStress,32,40,82.84,14.68,38.90
CPUStress,32,50,89.25,14.84,40.60
CPUStress,32,60,94.51,14.63,42.50
CPUStress,32,70,99.29,14.94,42.70
CPUStress,32,80,101.38,14.79,44.20
CPUStress,32,90,104.14,14.74,45.50
CPUStress,32,100,102.60,14.29,46.50
ipsec,32,100,114.36,14.38,47.60
VMStress,32,100,98.86,37.42,45.10
maximize,32,100,104.72,21.60,48.10
