test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.04,14.54,41.10
CPUStress,32,10,66.69,14.53,40.00
CPUStress,32,20,80.12,14.69,40.40
CPUStress,32,30,88.53,14.63,40.20
CPUStress,32,40,97.22,14.75,41.70
CPUStress,32,50,106.27,14.92,42.60
CPUStress,32,60,115.01,15.16,43.40
CPUStress,32,70,118.05,14.91,46.50
CPUStress,32,80,121.31,14.88,47.60
CPUStress,32,90,125.36,14.87,49.00
CPUStress,32,100,127.37,14.78,49.90
ipsec,32,100,136.88,14.34,51.40
VMStress,32,100,115.93,37.17,48.60
maximize,32,100,124.97,21.69,51.60
