test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,49.83,14.55,37.40
CPUStress,32,10,68.88,14.61,37.60
CPUStress,32,20,78.61,14.52,38.20
CPUStress,32,30,88.94,14.71,40.00
CPUStress,32,40,98.29,14.97,41.40
CPUStress,32,50,104.90,14.93,42.90
CPUStress,32,60,110.65,14.81,44.30
CPUStress,32,70,117.27,15.02,46.80
CPUStress,32,80,120.98,14.91,47.80
CPUStress,32,90,127.03,15.18,48.60
CPUStress,32,100,126.75,14.83,50.40
ipsec,32,100,136.74,14.44,51.30
VMStress,32,100,115.45,37.49,48.20
maximize,32,100,122.04,21.47,50.70
