name;hash;path;type;size
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);415a579fec0800a3ba1a56c56dfeedf9;/input/input/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa);2247d97385f2ffda701e0e7a4271e450;/input/input/ref/genes.gtf;f;916094160
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa);2247d97385f2ffda701e0e7a4271e450;/input/input/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv);af0e627565592a8742baf11d341f47a5;/input/input/input.csv;f;4338
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3);0850a07e5b0e17500c0523b796ccab2e;/input/input/SRR16578840_2.fastq.gz;f;1280212151
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3);0850a07e5b0e17500c0523b796ccab2e;/input/input/SRR16578840_1.fastq.gz;f;1206040960
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1);88922eb3b100bdd261aada61fc213712;/input/input/SRR16578839_2.fastq.gz;f;1382208461
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1);88922eb3b100bdd261aada61fc213712;/input/input/SRR16578839_1.fastq.gz;f;1307709462
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1);86dbb477761810467536184b4aee4c52;/input/input/SRR16578842_1.fastq.gz;f;1205024770
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1);86dbb477761810467536184b4aee4c52;/input/input/SRR16578842_2.fastq.gz;f;1281662862
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3);003588bdd743c004a0c8103c42443404;/input/input/SRR16578807_2.fastq.gz;f;1114225846
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3);003588bdd743c004a0c8103c42443404;/input/input/SRR16578807_1.fastq.gz;f;1047708829
