test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.77,14.71,39.10
CPUStress,32,10,61.12,14.91,38.90
CPUStress,32,20,71.30,14.98,38.80
CPUStress,32,30,79.48,15.17,39.60
CPUStress,32,40,87.29,15.29,40.50
CPUStress,32,50,93.11,15.28,41.30
CPUStress,32,60,98.92,15.44,41.70
CPUStress,32,70,100.81,15.10,42.60
CPUStress,32,80,104.14,15.10,43.90
CPUStress,32,90,107.22,15.08,45.00
CPUStress,32,100,109.13,14.99,45.60
ipsec,32,100,117.79,14.72,46.40
VMStress,32,100,100.89,38.21,44.30
maximize,32,100,108.15,22.60,46.30
