test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,52.19,14.73,39.10
CPUStress,32,10,62.49,14.68,38.80
CPUStress,32,20,70.72,14.91,38.30
CPUStress,32,30,79.08,15.02,39.10
CPUStress,32,40,86.26,15.14,39.60
CPUStress,32,50,93.06,15.25,40.50
CPUStress,32,60,98.08,15.28,41.10
CPUStress,32,70,101.56,15.25,42.00
CPUStress,32,80,104.04,15.15,43.10
CPUStress,32,90,107.82,15.15,44.40
CPUStress,32,100,109.16,15.07,45.10
ipsec,32,100,117.59,14.79,45.90
VMStress,32,100,100.73,37.61,43.60
maximize,32,100,107.65,22.10,45.30
