test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.40,14.87,30.50
CPUStress,32,10,59.89,14.92,32.10
CPUStress,32,20,70.84,15.09,33.70
CPUStress,32,30,78.64,15.01,35.80
CPUStress,32,40,87.15,15.26,36.90
CPUStress,32,50,94.22,15.45,38.30
CPUStress,32,60,100.14,15.51,39.70
CPUStress,32,70,103.02,15.41,40.90
CPUStress,32,80,104.15,14.95,42.10
CPUStress,32,90,107.52,14.99,42.70
CPUStress,32,100,109.32,14.95,43.90
ipsec,32,100,117.60,14.66,45.00
VMStress,32,100,100.68,37.90,42.50
maximize,32,100,107.99,22.63,45.20
