test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.37,14.66,37.60
CPUStress,32,10,55.18,14.86,37.80
CPUStress,32,20,62.21,14.78,38.10
CPUStress,32,30,68.68,14.75,38.40
CPUStress,32,40,75.81,14.98,38.40
CPUStress,32,50,81.48,15.17,39.60
CPUStress,32,60,84.87,15.08,39.90
CPUStress,32,70,88.47,14.98,40.60
CPUStress,32,80,91.00,14.97,41.30
CPUStress,32,90,93.32,15.01,41.90
CPUStress,32,100,94.22,14.87,42.40
ipsec,32,100,101.41,14.57,42.90
VMStress,32,100,89.48,37.64,41.30
maximize,32,100,93.32,21.07,43.00
