test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.52,14.74,34.90
CPUStress,32,10,61.11,14.81,36.30
CPUStress,32,20,70.70,14.89,37.10
CPUStress,32,30,79.40,15.09,37.60
CPUStress,32,40,87.22,15.08,39.20
CPUStress,32,50,92.43,15.07,40.50
CPUStress,32,60,99.14,15.49,41.20
CPUStress,32,70,101.77,15.24,42.30
CPUStress,32,80,104.83,15.26,43.30
CPUStress,32,90,108.50,15.29,44.50
CPUStress,32,100,109.14,15.04,45.20
ipsec,32,100,117.84,14.85,46.20
VMStress,32,100,100.83,38.05,43.80
maximize,32,100,108.06,22.57,45.90
