test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.72,14.59,39.60
CPUStress,32,10,61.11,14.72,38.90
CPUStress,32,20,71.86,15.01,39.80
CPUStress,32,30,78.72,14.83,39.90
CPUStress,32,40,86.13,14.99,40.70
CPUStress,32,50,92.19,15.07,41.90
CPUStress,32,60,100.02,15.67,42.60
CPUStress,32,70,102.45,15.37,43.60
CPUStress,32,80,106.55,15.49,44.30
CPUStress,32,90,107.13,15.13,45.10
CPUStress,32,100,109.04,15.09,46.00
ipsec,32,100,117.75,14.91,46.50
VMStress,32,100,100.77,38.09,44.20
maximize,32,100,107.93,22.21,46.40
