test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.59,14.63,38.60
CPUStress,32,10,60.15,14.64,37.70
CPUStress,32,20,71.44,14.86,39.10
CPUStress,32,30,79.38,14.89,40.00
CPUStress,32,40,87.00,15.13,39.90
CPUStress,32,50,92.14,15.05,41.10
CPUStress,32,60,100.14,15.32,41.90
CPUStress,32,70,101.52,15.06,42.60
CPUStress,32,80,104.00,14.94,42.90
CPUStress,32,90,108.28,15.13,44.00
CPUStress,32,100,109.36,14.93,44.70
ipsec,32,100,117.78,14.67,45.80
VMStress,32,100,101.07,37.55,43.50
maximize,32,100,107.72,22.11,45.60
