,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_med_w01_t01,1781735518000,1781736123191,3.997241,372.910911,1086881792,hu-worker-c40,605191,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_med_w01_t02,1781735518000,1781736123192,4.00027,380.293797,1086758912,hu-worker-c45,605192,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_med_w01_t03,1781735518000,1781736123192,4.000303,382.327082,1086750720,hu-worker-c42,605192,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_med_w01_t04,1781735518000,1781736123192,3.99996,386.449702,1086812160,hu-worker-c44,605192,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_med_w02_t01,1781736125000,1781736730071,3.999947,389.433352,1086779392,hu-worker-c42,605071,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_med_w02_t02,1781736125000,1781736731441,3.995896,356.830396,1086922752,hu-worker-c40,606441,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_med_w02_t03,1781736125000,1781736730072,4.000068,384.108761,1086783488,hu-worker-c45,605072,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_med_w02_t04,1781736125000,1781736731443,3.999808,389.227078,1086873600,hu-worker-c44,606443,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_med_w03_t01,1781736733000,1781737338834,3.995399,387.464812,1086795776,hu-worker-c45,605834,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_med_w03_t02,1781736733000,1781737338835,3.999427,391.865028,1086795776,hu-worker-c42,605835,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_med_w03_t03,1781736733000,1781737338836,4.000424,341.218828,1086857216,hu-worker-c44,605836,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_med_w03_t04,1781736733000,1781737338837,3.997359,387.076501,1086877696,hu-worker-c40,605837,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_med_w04_t01,1781737342000,1781737947026,3.999851,382.277418,1086799872,hu-worker-c40,605026,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_med_w04_t02,1781737342000,1781737947027,3.999881,399.797555,1086779392,hu-worker-c45,605027,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_med_w04_t03,1781737342000,1781737947028,3.999796,371.50799,1086758912,hu-worker-c42,605028,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_med_w04_t04,1781737342000,1781737947987,4.000194,386.478494,1086771200,hu-worker-c44,605987,Intel Xeon Silver 4314
