task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_ALLELES (G1000_alleles_hg19.zip);47e65235ef021cecf506143c35ac13bc;1;10879031;2;33646677;0
NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_RT (RT_G1000_hg19.zip);cae244f5dd644f717a357b72b2dc8787;1;114253924;2;435489791;0
NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([human_g1k_v37_decoy.fasta]);9e2749803786d740636c4effc6a2c3f1;1;2813;2;1607;302
NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_GC (GC_G1000_hg19.zip);b6f28fd6300af034bd810aa7ff45a2f1;1;113144076;2;388436153;0
NFCORE_SAREK:SAREK:PREPARE_GENOME:UNZIP_LOCI (G1000_loci_hg19.zip);1a779d15a181c19e5f4179670c002bc2;1;9169830;2;37194366;0
NFCORE_SAREK:SAREK:FASTP (SRR11452393-6);a3a5213868891432bdb2f9bf00e38912;2;5130223494;28;5292206073;3
NFCORE_SAREK:SAREK:FASTQC (SRR11452393-6);351247df8acc6d54fefc8de25bead31c;2;5130223494;5;1846788;1
NFCORE_SAREK:SAREK:FASTQC (SRR11452394-5);2affa5a062a33b430abaa733efe6b4f8;2;4350934503;5;1849745;1
NFCORE_SAREK:SAREK:FASTP (SRR11452394-5);b7270a772b3ae30e8c4fb442fff73a45;2;4350934503;28;4487923630;13
NFCORE_SAREK:SAREK:FASTP (SRR11452395-4);85a433ad9b8d4b97fcd84a3fe5c4ab5f;2;5262407340;28;5422957215;10
NFCORE_SAREK:SAREK:FASTQC (SRR11452395-4);62595c0ba1dda54c8dac21c6925ca5be;2;5262407340;5;1842698;1
NFCORE_SAREK:SAREK:FASTQC (SRR11452396-3);2a29eec8c6d0f91d3178ed8e8e17ccf6;2;5060990466;5;1858709;1
NFCORE_SAREK:SAREK:FASTP (SRR11452396-3);ba34cb6de72f338ddf9605e3b3249e2f;2;5060990466;28;5219160138;11
NFCORE_SAREK:SAREK:FASTQC (SRR11452397-2);8942d3d14cae7fa6235dda11ad551588;2;5860569256;5;1853686;1
NFCORE_SAREK:SAREK:FASTP (SRR11452397-2);e30d9687dfbc716f7aa81f1fcc1835b3;2;5860569256;28;6045320352;11
NFCORE_SAREK:SAREK:FASTP (SRR11452398-1);c4872571e92eded322329ca82487e851;2;5122521395;28;5284194775;13
NFCORE_SAREK:SAREK:FASTQC (SRR11452398-1);03adf9b295cb53b7bcea8cc77d24da0b;2;5122521395;5;1849824;1
NFCORE_SAREK:SAREK:FASTP (SRR11452399-6);84e2fed0e7d5bfb404cc13499b43d178;2;5364666996;28;5534518854;12
NFCORE_SAREK:SAREK:FASTQC (SRR11452399-6);4e677ad3cbefffd30af5919101830b76;2;5364666996;5;1856089;1
NFCORE_SAREK:SAREK:FASTP (SRR11452400-5);766c7a8b467c5f0849c1662f6db97681;2;4557830815;28;4700578755;13
NFCORE_SAREK:SAREK:FASTQC (SRR11452400-5);b119bd24cc0fddd7f6dba8a481c5b2b4;2;4557830815;5;1854045;1
NFCORE_SAREK:SAREK:FASTP (SRR11452401-4);4fc90aa78983a7a691740ee32748e720;2;4242636409;28;4375654164;12
NFCORE_SAREK:SAREK:FASTQC (SRR11452401-4);90f1b7aa8c16177a8042866e76481bff;2;4242636409;5;1859319;1
NFCORE_SAREK:SAREK:FASTP (SRR11452402-3);10965976e9b5bcb3b9056053a741aaea;2;6330436814;28;6541962756;13
NFCORE_SAREK:SAREK:FASTQC (SRR11452402-3);e6b4dbafd7db595264c28b6df11a6455;2;6330436814;5;1853648;1
NFCORE_SAREK:SAREK:FASTQC (SRR11452403-2);c54c9836e7654f95412d442c9612d189;2;5086189255;5;1834102;1
NFCORE_SAREK:SAREK:FASTP (SRR11452403-2);d44078a05b6c4f8f38449be62653665f;2;5086189255;28;5256598261;11
NFCORE_SAREK:SAREK:FASTP (SRR11452404-1);93b32a18b040efca8574ce3dbfd36128;2;6575185160;28;6788742133;7
NFCORE_SAREK:SAREK:FASTQC (SRR11452404-1);851c61bde82612da9cad49bce3a90d8f;2;6575185160;5;1858496;1
NFCORE_SAREK:SAREK:FASTP (SRR11452471-6);b941315d3e3d7eb8b009d00065ee536c;2;4803325273;28;4964072458;10
NFCORE_SAREK:SAREK:FASTQC (SRR11452471-6);057b333efa051323aff3632965ab1702;2;4803325273;5;1834577;1
NFCORE_SAREK:SAREK:FASTQC (SRR11452472-5);484179dc6c7b3f8f6e173d278bcbe496;2;6369812316;5;1854018;1
NFCORE_SAREK:SAREK:FASTP (SRR11452472-5);4d54b84acdcb0b96d220534bbdf6254e;2;6369812316;28;6581656497;7
NFCORE_SAREK:SAREK:FASTP (SRR11452473-4);27de112def41a14c113f8c4d17b57a09;2;5265032483;28;5440725149;12
NFCORE_SAREK:SAREK:FASTQC (SRR11452473-4);30e0b6433f5fbb891b9d5fe553b95da4;2;5265032483;5;1841614;1
NFCORE_SAREK:SAREK:FASTQC (SRR11452474-3);30dca04c0042176e14ec793dec1e7aab;2;6261748555;5;1848485;1
NFCORE_SAREK:SAREK:FASTP (SRR11452474-3);24c7ab4c00492559defbb5a8498f7f71;2;6261748555;28;6469731189;13
NFCORE_SAREK:SAREK:FASTP (SRR11452475-2);d75af41196e65b6e7fdf0d1e69af9ab3;2;5290745516;28;5466781856;4
NFCORE_SAREK:SAREK:FASTQC (SRR11452475-2);0348dd8cde8fcaa4fc5d112b56ee2ba2;2;5290745516;5;1842748;1
NFCORE_SAREK:SAREK:FASTP (SRR11452476-1);4ce01d5ae930ffdf69c5c564300183ef;2;4938792345;28;5101601484;12
