name;hash;path;type;size
NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);ad785bdd4d8bf6c93e60a67b955c0b95;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/d5/101ca0dad072fd6557f4c2e62437c2/samplesheet_full.csv;f;853
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);b9a4d45eb69db59ecf9f3c5943e742e7;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/1c/da0b805e6b8732976524c85cd5a4a1/genes.gtf;f;142063633
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);38786340ae24ac96b6ff5c5c5bbf317c;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/fc/ceaa7b2fde5b01e998b07da9475ed9/SRX2717913_T1_1.fastq.gz;f;215935369
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);38786340ae24ac96b6ff5c5c5bbf317c;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/dc/d4792fc0c7258f018aa1f372752ec9/SRX2717913_T1_2.fastq.gz;f;239559059
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);026d6571d4e17d1a8915f48949b82919;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/fc/ceaa7b2fde5b01e998b07da9475ed9/SRX2717913_T1_1.fastq.gz;f;215935369
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);026d6571d4e17d1a8915f48949b82919;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/dc/d4792fc0c7258f018aa1f372752ec9/SRX2717913_T1_2.fastq.gz;f;239559059
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);d2a0b0080f488600ec761313498e4872;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/22/ff6d8bf2dee06fc51bad021aa841db/SRX2717914_T1_1.fastq.gz;f;382614422
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);d2a0b0080f488600ec761313498e4872;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/90/c3c2ca3b425321d2d5ea32b57cb193/SRX2717914_T1_2.fastq.gz;f;418573037
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);fd47f0c634fe00b861c81d1fc37cf77c;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/22/ff6d8bf2dee06fc51bad021aa841db/SRX2717914_T1_1.fastq.gz;f;382614422
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);fd47f0c634fe00b861c81d1fc37cf77c;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/90/c3c2ca3b425321d2d5ea32b57cb193/SRX2717914_T1_2.fastq.gz;f;418573037
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);d81afde9cbd54e10cf59664363989c91;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/c9/c709a7412f43efc370b31c8a3c4665/SRX2717912_T1_2.fastq.gz;f;1461440437
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);d81afde9cbd54e10cf59664363989c91;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/a6/89cb76722897a3834e423d5cf12348/SRX2717912_T1_1.fastq.gz;f;1235221454
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);6b5f334670e4a802b65043b9f4b7d16f;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/12/4e3249a174ddef27f08e608a48802a/genome.fa;f;3157608038
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);43ff4de2372b4eeae452c987b65d8752;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/df/2679de35654dacd3bc6b2b2c42b8ff/SRX2717911_T1_1.fastq.gz;f;1500352896
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);43ff4de2372b4eeae452c987b65d8752;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/dd/bf9d32b8e6332d11add79e6a0efbac/SRX2717911_T1_2.fastq.gz;f;1759300793
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);f3ee19a533076b472ff5993073ec56aa;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/df/2679de35654dacd3bc6b2b2c42b8ff/SRX2717911_T1_1.fastq.gz;f;1500352896
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);f3ee19a533076b472ff5993073ec56aa;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/dd/bf9d32b8e6332d11add79e6a0efbac/SRX2717911_T1_2.fastq.gz;f;1759300793
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);758f6735456c9114648f72d81cf94170;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/c9/c709a7412f43efc370b31c8a3c4665/SRX2717912_T1_2.fastq.gz;f;1461440437
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);758f6735456c9114648f72d81cf94170;/workspace/work/stage-ea22e8b1-8865-4184-ad69-d2c5117c02e6/a6/89cb76722897a3834e423d5cf12348/SRX2717912_T1_1.fastq.gz;f;1235221454
