start_ms,end_ms,duration_ms,start_time,end_time
1763876439000,1763876458000,19000,2025-11-23 05:40:39,2025-11-23 05:40:58
1763876459000,1763876468000,9000,2025-11-23 05:40:59,2025-11-23 05:41:08
1763876470000,1763876478000,8000,2025-11-23 05:41:10,2025-11-23 05:41:18
1763876480000,1763876488000,8000,2025-11-23 05:41:20,2025-11-23 05:41:28
1763876491000,1763876499000,8000,2025-11-23 05:41:31,2025-11-23 05:41:39
1763876501000,1763876503000,2000,2025-11-23 05:41:41,2025-11-23 05:41:43
1763876505000,1763876519000,14000,2025-11-23 05:41:45,2025-11-23 05:41:59
1763876520000,1763876529000,9000,2025-11-23 05:42:00,2025-11-23 05:42:09
1763876530000,1763876540000,10000,2025-11-23 05:42:10,2025-11-23 05:42:20
1763876540000,1763876550000,10000,2025-11-23 05:42:20,2025-11-23 05:42:30
1763876692000,1763876694000,2000,2025-11-23 05:44:52,2025-11-23 05:44:54
1763876696000,1763876697000,1000,2025-11-23 05:44:56,2025-11-23 05:44:57
1763876697000,1763876698000,1000,2025-11-23 05:44:57,2025-11-23 05:44:58
1763876700000,1763876701000,1000,2025-11-23 05:45:00,2025-11-23 05:45:01
1763876701000,1763876702000,1000,2025-11-23 05:45:01,2025-11-23 05:45:02
1763876703000,1763876705000,2000,2025-11-23 05:45:03,2025-11-23 05:45:05
1763890145000,1763890213000,68000,2025-11-23 09:29:05,2025-11-23 09:30:13
1763891475000,1763891480000,5000,2025-11-23 09:51:15,2025-11-23 09:51:20
1763891487000,1763891489000,2000,2025-11-23 09:51:27,2025-11-23 09:51:29
1763891489000,1763891490000,1000,2025-11-23 09:51:29,2025-11-23 09:51:30
1763891491000,1763891492000,1000,2025-11-23 09:51:31,2025-11-23 09:51:32
1763891492000,1763891493000,1000,2025-11-23 09:51:32,2025-11-23 09:51:33
1763891493000,1763891494000,1000,2025-11-23 09:51:33,2025-11-23 09:51:34
1763891495000,1763891513000,18000,2025-11-23 09:51:35,2025-11-23 09:51:53
1763891521000,1763891545000,24000,2025-11-23 09:52:01,2025-11-23 09:52:25
