,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_high_mem_med_w01_t01,1781738304000,1781738909168,4.000338,387.969609,1086894080,hu-worker-c40,605168,Intel Xeon Silver 4314
1,ichnos_cpu_high_mem_med_w01_t02,1781738304000,1781738909169,4.000817,392.986671,1086885888,hu-worker-c44,605169,Intel Xeon Silver 4314
2,ichnos_cpu_high_mem_med_w01_t03,1781738304000,1781738911163,4.000043,378.619434,1086771200,hu-worker-c42,607163,Intel Xeon Silver 4314
3,ichnos_cpu_high_mem_med_w01_t04,1781738304000,1781738909768,3.99978,398.71358,1086763008,hu-worker-c45,605768,Intel Xeon Silver 4314
4,ichnos_cpu_high_mem_med_w02_t03,1781738912000,1781739519385,4.000183,383.004362,1086861312,hu-worker-c45,607385,Intel Xeon Silver 4314
5,ichnos_cpu_high_mem_med_w02_t01,1781738913000,1781739519384,4.000874,387.118937,1086783488,hu-worker-c42,606384,Intel Xeon Silver 4314
6,ichnos_cpu_high_mem_med_w02_t02,1781738913000,1781739518169,4.000126,360.657187,1086889984,hu-worker-c44,605169,Intel Xeon Silver 4314
7,ichnos_cpu_high_mem_med_w02_t04,1781738913000,1781739519385,4.000056,386.903101,1086840832,hu-worker-c40,606385,Intel Xeon Silver 4314
8,ichnos_cpu_high_mem_med_w03_t01,1781739521000,1781740125906,3.999323,379.909772,1086799872,hu-worker-c42,604906,Intel Xeon Silver 4314
9,ichnos_cpu_high_mem_med_w03_t02,1781739521000,1781740125907,3.99973,369.055336,1086787584,hu-worker-c45,604907,Intel Xeon Silver 4314
10,ichnos_cpu_high_mem_med_w03_t03,1781739521000,1781740128439,4.000712,390.354537,1086758912,hu-worker-c40,607439,Intel Xeon Silver 4314
11,ichnos_cpu_high_mem_med_w03_t04,1781739521000,1781740126535,4.000661,375.942714,1086779392,hu-worker-c44,605535,Intel Xeon Silver 4314
12,ichnos_cpu_high_mem_med_w04_t01,1781740130000,1781740735603,4.000435,375.055478,1086746624,hu-worker-c42,605603,Intel Xeon Silver 4314
13,ichnos_cpu_high_mem_med_w04_t02,1781740130000,1781740735604,4.000342,374.516717,1086750720,hu-worker-c40,605604,Intel Xeon Silver 4314
14,ichnos_cpu_high_mem_med_w04_t03,1781740130000,1781740735605,4.000412,392.87691,1086881792,hu-worker-c45,605605,Intel Xeon Silver 4314
15,ichnos_cpu_high_mem_med_w04_t04,1781740130000,1781740735605,4.000967,393.360176,1086832640,hu-worker-c44,605605,Intel Xeon Silver 4314
