start_ms,end_ms,duration_ms,start_time,end_time
1772296883000,1772296917000,34000,2026-02-28 16:41:23,2026-02-28 16:41:57
1772297057000,1772297064000,7000,2026-02-28 16:44:17,2026-02-28 16:44:24
1772297086000,1772297196000,110000,2026-02-28 16:44:46,2026-02-28 16:46:36
1772297402000,1772297406000,4000,2026-02-28 16:50:02,2026-02-28 16:50:06
1772297769000,1772297772000,3000,2026-02-28 16:56:09,2026-02-28 16:56:12
1772297991000,1772297995000,4000,2026-02-28 16:59:51,2026-02-28 16:59:55
1772297997000,1772298001000,4000,2026-02-28 16:59:57,2026-02-28 17:00:01
1772298002000,1772299002000,1000000,2026-02-28 17:00:02,2026-02-28 17:16:42
1772299040000,1772299146000,106000,2026-02-28 17:17:20,2026-02-28 17:19:06
1772299153000,1772299156000,3000,2026-02-28 17:19:13,2026-02-28 17:19:16
1772299259000,1772299266000,7000,2026-02-28 17:20:59,2026-02-28 17:21:06
1772299277000,1772299933000,656000,2026-02-28 17:21:17,2026-02-28 17:32:13
1772300237000,1772300242000,5000,2026-02-28 17:37:17,2026-02-28 17:37:22
1772300269000,1772300987000,718000,2026-02-28 17:37:49,2026-02-28 17:49:47
1772300992000,1772300997000,5000,2026-02-28 17:49:52,2026-02-28 17:49:57
1772302226000,1772302231000,5000,2026-02-28 18:10:26,2026-02-28 18:10:31
1772302543000,1772302546000,3000,2026-02-28 18:15:43,2026-02-28 18:15:46
1772302712000,1772302716000,4000,2026-02-28 18:18:32,2026-02-28 18:18:36
1772302807000,1772302811000,4000,2026-02-28 18:20:07,2026-02-28 18:20:11
1772302862000,1772302865000,3000,2026-02-28 18:21:02,2026-02-28 18:21:05
1772303994000,1772303997000,3000,2026-02-28 18:39:54,2026-02-28 18:39:57
1772304132000,1772305150000,1018000,2026-02-28 18:42:12,2026-02-28 18:59:10
1772305288000,1772305294000,6000,2026-02-28 19:01:28,2026-02-28 19:01:34
1772305533000,1772305539000,6000,2026-02-28 19:05:33,2026-02-28 19:05:39
1772305543000,1772305549000,6000,2026-02-28 19:05:43,2026-02-28 19:05:49
1772305557000,1772305564000,7000,2026-02-28 19:05:57,2026-02-28 19:06:04
1772305564000,1772305569000,5000,2026-02-28 19:06:04,2026-02-28 19:06:09
1772305569000,1772305574000,5000,2026-02-28 19:06:09,2026-02-28 19:06:14
1772305971000,1772305974000,3000,2026-02-28 19:12:51,2026-02-28 19:12:54
1772306107000,1772306110000,3000,2026-02-28 19:15:07,2026-02-28 19:15:10
1772306180000,1772306183000,3000,2026-02-28 19:16:20,2026-02-28 19:16:23
1772306266000,1772306269000,3000,2026-02-28 19:17:46,2026-02-28 19:17:49
1772306751000,1772306754000,3000,2026-02-28 19:25:51,2026-02-28 19:25:54
1772306770000,1772306773000,3000,2026-02-28 19:26:10,2026-02-28 19:26:13
1772306919000,1772306922000,3000,2026-02-28 19:28:39,2026-02-28 19:28:42
1772307006000,1772307044000,38000,2026-02-28 19:30:06,2026-02-28 19:30:44
1772307185000,1772307439000,254000,2026-02-28 19:33:05,2026-02-28 19:37:19
1772307452000,1772307855000,403000,2026-02-28 19:37:32,2026-02-28 19:44:15
1772307855000,1772307859000,4000,2026-02-28 19:44:15,2026-02-28 19:44:19
1772307954000,1772307957000,3000,2026-02-28 19:45:54,2026-02-28 19:45:57
1772308089000,1772308219000,130000,2026-02-28 19:48:09,2026-02-28 19:50:19
1772308221000,1772308644000,423000,2026-02-28 19:50:21,2026-02-28 19:57:24
1772308688000,1772308692000,4000,2026-02-28 19:58:08,2026-02-28 19:58:12
1772308842000,1772308845000,3000,2026-02-28 20:00:42,2026-02-28 20:00:45
1772308973000,1772308979000,6000,2026-02-28 20:02:53,2026-02-28 20:02:59
1772308996000,1772308999000,3000,2026-02-28 20:03:16,2026-02-28 20:03:19
1772309075000,1772309079000,4000,2026-02-28 20:04:35,2026-02-28 20:04:39
1772309167000,1772310491000,1324000,2026-02-28 20:06:07,2026-02-28 20:28:11
1772311313000,1772311951000,638000,2026-02-28 20:41:53,2026-02-28 20:52:31
