start_ms,end_ms,duration_ms,start_time,end_time
1769592537217,1769592538000,783,2026-01-28 09:28:57,2026-01-28 09:28:58
1769592750000,1769592754000,4000,2026-01-28 09:32:30,2026-01-28 09:32:34
1769593041000,1769593044000,3000,2026-01-28 09:37:21,2026-01-28 09:37:24
1769593501000,1769593505000,4000,2026-01-28 09:45:01,2026-01-28 09:45:05
1769593795000,1769593798000,3000,2026-01-28 09:49:55,2026-01-28 09:49:58
1769594064000,1769594069000,5000,2026-01-28 09:54:24,2026-01-28 09:54:29
1769594660000,1769594663000,3000,2026-01-28 10:04:20,2026-01-28 10:04:23
1769595261000,1769595264000,3000,2026-01-28 10:14:21,2026-01-28 10:14:24
1769595980000,1769595999000,19000,2026-01-28 10:26:20,2026-01-28 10:26:39
1769596014000,1769596018000,4000,2026-01-28 10:26:54,2026-01-28 10:26:58
1769596018000,1769596023000,5000,2026-01-28 10:26:58,2026-01-28 10:27:03
1769596093000,1769596098000,5000,2026-01-28 10:28:13,2026-01-28 10:28:18
1769596099000,1769596103000,4000,2026-01-28 10:28:19,2026-01-28 10:28:23
1769596118000,1769596123000,5000,2026-01-28 10:28:38,2026-01-28 10:28:43
1769596196000,1769596203000,7000,2026-01-28 10:29:56,2026-01-28 10:30:03
1769596218000,1769596223000,5000,2026-01-28 10:30:18,2026-01-28 10:30:23
1769596238000,1769596243000,5000,2026-01-28 10:30:38,2026-01-28 10:30:43
1769596259000,1769596263000,4000,2026-01-28 10:30:59,2026-01-28 10:31:03
1769596276000,1769596283000,7000,2026-01-28 10:31:16,2026-01-28 10:31:23
1769596351000,1769596353000,2000,2026-01-28 10:32:31,2026-01-28 10:32:33
1769596357000,1769596363000,6000,2026-01-28 10:32:37,2026-01-28 10:32:43
1769596367000,1769596373000,6000,2026-01-28 10:32:47,2026-01-28 10:32:53
1769596373000,1769596378000,5000,2026-01-28 10:32:53,2026-01-28 10:32:58
1769597004000,1769597008000,4000,2026-01-28 10:43:24,2026-01-28 10:43:28
1769597669000,1769597674000,5000,2026-01-28 10:54:29,2026-01-28 10:54:34
1769598464000,1769598468000,4000,2026-01-28 11:07:44,2026-01-28 11:07:48
1769598469000,1769598473000,4000,2026-01-28 11:07:49,2026-01-28 11:07:53
1769598821000,1769598838000,17000,2026-01-28 11:13:41,2026-01-28 11:13:58
1769598912000,1769598919000,7000,2026-01-28 11:15:12,2026-01-28 11:15:19
1769598940000,1769598943000,3000,2026-01-28 11:15:40,2026-01-28 11:15:43
1769598943000,1769598948000,5000,2026-01-28 11:15:43,2026-01-28 11:15:48
1769599027000,1769599036000,9000,2026-01-28 11:17:07,2026-01-28 11:17:16
1769599384000,1769599388000,4000,2026-01-28 11:23:04,2026-01-28 11:23:08
1769599393000,1769599398000,5000,2026-01-28 11:23:13,2026-01-28 11:23:18
1769599504000,1769599508000,4000,2026-01-28 11:25:04,2026-01-28 11:25:08
1769599509000,1769599513000,4000,2026-01-28 11:25:09,2026-01-28 11:25:13
1769599681000,1769599684000,3000,2026-01-28 11:28:01,2026-01-28 11:28:04
1769599686000,1769599690000,4000,2026-01-28 11:28:06,2026-01-28 11:28:10
1769599920000,1769599935000,15000,2026-01-28 11:32:00,2026-01-28 11:32:15
1769599950000,1769599955000,5000,2026-01-28 11:32:30,2026-01-28 11:32:35
1769599955000,1769599964000,9000,2026-01-28 11:32:35,2026-01-28 11:32:44
1769599980000,1769599985000,5000,2026-01-28 11:33:00,2026-01-28 11:33:05
1769600551000,1769600556000,5000,2026-01-28 11:42:31,2026-01-28 11:42:36
1769601132000,1769601136000,4000,2026-01-28 11:52:12,2026-01-28 11:52:16
1769601240000,1769601246000,6000,2026-01-28 11:54:00,2026-01-28 11:54:06
1769601253000,1769601256000,3000,2026-01-28 11:54:13,2026-01-28 11:54:16
1769601272000,1769601275000,3000,2026-01-28 11:54:32,2026-01-28 11:54:35
1769601654000,1769601656000,2000,2026-01-28 12:00:54,2026-01-28 12:00:56
1769601739000,1769601775000,36000,2026-01-28 12:02:19,2026-01-28 12:02:55
1769602315000,1769602321000,6000,2026-01-28 12:11:55,2026-01-28 12:12:01
