task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,hu-worker-c45,84/33ba6f,nf-8433ba6fd6fc4e4a079aeff8b5598168-0de54,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1772813082291,1772813088000,1772813090000,7709,0,-,53.0,0.0,2813952,11575296,2813952,11579392,681629,1042,243,17,6856704,12288,2,0,/input/data/work/84/33ba6fd6fc4e4a079aeff8b5598168,true,-
15,hu-worker-c44,d0/3c351d,nf-d03c351d268746784312a7990db83d49-df65c,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772813200575,1772813201000,1772813246000,45425,44000,-,89.1,0.4,1151844352,4833021952,1152458752,4898037760,573658310,2128147,1086746,6119,53227520,2490368,167,29,/input/data/work/d0/3c351d268746784312a7990db83d49,true,-
10,hu-worker-c42,0d/a43689,nf-0da4368934d004662a22f385d27af7dd-fa9e1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772813183432,1772813193000,1772813254000,70568,58000,-,108.1,0.5,1357320192,4835119104,1357320192,4898037760,1106391557,2308255,2127275,6380,53239808,2707456,158,0,/input/data/work/0d/a4368934d004662a22f385d27af7dd,true,-
17,hu-worker-c45,16/7a1c99,nf-167a1c995260c1d966a86cb6bb278009-2e5a1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1772813200505,1772813211000,1772813274000,73495,61000,-,94.2,0.2,2081091584,39127388160,2248044544,64692981760,616658131,13136107,8184,551,167870464,10330112,6789,862,/input/data/work/16/7a1c995260c1d966a86cb6bb278009,true,-
20,hu-worker-c44,10/1b8520,nf-101b8520a3785b89633a1eacba77350d-23cec,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772813264966,1772813265000,1772813292000,27034,27000,-,56.5,0.0,4784128,12550144,4784128,12554240,3147397327,5625,48249,19,4767744,12288,10504,9166,/input/data/work/10/1b8520a3785b89633a1eacba77350d,true,-
5,hu-worker-c44,44/c74bff,nf-44c74bff29ae2bbb0f2657c8cf9052eb-678a4,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772813265024,1772813265000,1772813292000,26976,27000,-,56.7,0.0,4771840,12550144,4771840,12554240,3147397326,5625,48249,19,7503872,12288,10484,8811,/input/data/work/44/c74bff29ae2bbb0f2657c8cf9052eb,true,-
11,hu-worker-c44,0a/14e5e6,nf-0a14e5e6afeaf686d0728efd5be0efb1-0b5f3,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772813265074,1772813265000,1772813293000,27926,28000,-,56.7,0.0,4767744,12550144,4767744,12554240,3147397327,5625,48249,19,0,12288,10485,9518,/input/data/work/0a/14e5e6afeaf686d0728efd5be0efb1,true,-
14,hu-worker-c44,f5/af8c5d,nf-f5af8c5d3bbe7e64129c48221ee40827-8f6c8,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772813265112,1772813266000,1772813293000,27888,27000,-,57.0,0.0,4923392,12550144,4923392,12554240,3147397326,5625,48249,19,0,12288,10508,9200,/input/data/work/f5/af8c5d3bbe7e64129c48221ee40827,true,-
8,hu-worker-c44,4c/9e4a94,nf-4c9e4a941fb96389226238990c9ea42f-010ed,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772813265153,1772813265000,1772813293000,27847,28000,-,57.3,0.0,4825088,12550144,4825088,12554240,3147397326,5625,48249,19,0,12288,10484,9127,/input/data/work/4c/9e4a941fb96389226238990c9ea42f,true,-
4,hu-worker-c45,b2/8de00b,nf-b28de00b80db493ec32f1acef38b554b-b1b2d,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,45097156608,1,1772813265268,1772813281000,1772813294000,28732,13000,-,80.1,0.0,4841472,12427264,4841472,12431360,3147400994,5795,48259,20,0,16384,16,820,/input/data/work/b2/8de00b80db493ec32f1acef38b554b,true,-
